Datetime,URL,status code,Complaints Or Feedbacks
2019-01-02 22:55:42,/products/44,200,7
2019-01-02 22:55:42,/products/images/44.jpg,200,4
2019-01-02 22:56:04,/products/7,100,2
2019-01-02 22:56:04,/products/images/7.jpg,200,2
2019-01-02 22:57:34,/products/24,100,4
2019-01-02 22:57:34,/products/images/24.jpg,200,2
2019-01-02 22:57:41,/products/5,100,0
2019-01-02 22:57:41,/products/images/5.jpg,200,0
2019-01-02 22:59:20,/products/8,100,5
2019-01-02 22:59:20,/products/images/8.jpg,200,5
2019-01-03 00:04:39,/,200,2
2019-01-03 00:09:36,/products/13,100,3
2019-01-03 00:09:36,/products/images/13.jpg,200,1
2019-01-03 00:09:51,/products/21,200,7
2019-01-03 00:09:51,/products/images/21.jpg,200,7
2019-01-03 00:14:11,/products/10,200,4
2019-01-03 00:14:11,/products/images/10.jpg,200,9
2019-01-03 01:57:58,/,100,1
2019-01-03 02:01:32,/products/2,100,2
2019-01-03 02:01:32,/products/images/2.jpg,200,1
2019-01-03 02:05:46,/products/41,200,5
2019-01-03 02:05:46,/products/images/41.jpg,503,66
2019-01-03 06:37:57,/,503,45
2019-01-03 06:38:31,/products/42,100,1
2019-01-03 06:38:31,/products/images/42.jpg,200,0
2019-01-03 06:42:47,/products/28,100,4
2019-01-03 06:42:47,/products/images/28.jpg,100,9
2019-01-03 10:39:02,/,200,7
2019-01-03 10:41:23,/products/11,200,6
2019-01-03 10:41:23,/products/images/11.jpg,200,2
2019-01-03 11:40:51,/,404,68
2019-01-03 11:42:12,/products/38,200,9
2019-01-03 11:42:12,/products/images/38.jpg,200,0
2019-01-03 11:44:47,/products/24,200,7
2019-01-03 11:44:47,/products/images/24.jpg,200,8
2019-01-03 15:25:28,/,200,7
2019-01-03 15:28:14,/products/29,200,3
2019-01-03 15:28:14,/products/images/29.jpg,200,7
2019-01-03 15:29:06,/products/19,200,6
2019-01-03 15:29:06,/products/images/19.jpg,200,6
2019-01-03 15:30:13,/products/26,200,0
2019-01-03 15:30:13,/products/images/26.jpg,200,2
2019-01-03 15:34:51,/products/50,200,9
2019-01-03 15:34:51,/products/images/50.jpg,200,8
2019-01-03 15:37:56,/products/35,100,7
2019-01-03 15:37:56,/products/images/35.jpg,200,6
2019-01-03 15:38:40,/products/14,200,0
2019-01-03 15:38:40,/products/images/14.jpg,200,8
2019-01-03 15:43:32,/products/10,200,10
2019-01-03 15:43:32,/products/images/10.jpg,100,1
2019-01-03 15:48:28,/products/24,200,1
2019-01-03 15:48:28,/products/images/24.jpg,200,5
2019-01-03 15:57:51,/,200,5
2019-01-03 15:58:43,/products/20,100,9
2019-01-03 15:58:43,/products/images/20.jpg,200,3
2019-01-03 16:01:56,/products/15,100,9
2019-01-03 16:01:56,/products/images/15.jpg,200,3
2019-01-03 16:02:10,/products/27,200,5
2019-01-03 16:02:10,/products/images/27.jpg,200,4
2019-01-03 16:06:42,/products/44,200,4
2019-01-03 16:06:42,/products/images/44.jpg,503,65
2019-01-03 16:11:31,/products/40,200,2
2019-01-03 16:11:31,/products/images/40.jpg,200,5
2019-01-03 17:31:04,/,100,7
2019-01-03 17:31:24,/products/40,200,7
2019-01-03 17:31:24,/products/images/40.jpg,100,8
2019-01-03 21:33:46,/,200,2
2019-01-03 21:35:38,/products/23,200,5
2019-01-03 21:35:38,/products/images/23.jpg,200,8
2019-01-03 21:37:27,/products/39,200,6
2019-01-03 21:37:27,/products/images/39.jpg,404,67
2019-01-03 21:37:43,/products/9,200,1
2019-01-03 21:37:43,/products/images/9.jpg,200,4
2019-01-03 21:38:07,/products/19,200,2
2019-01-03 21:38:07,/products/images/19.jpg,200,6
2019-01-03 21:39:45,/products/46,100,7
2019-01-03 21:39:45,/products/images/46.jpg,200,0
2019-01-03 21:43:48,/products/34,503,91
2019-01-03 21:43:48,/products/images/34.jpg,200,7
2019-01-03 21:47:31,/products/19,200,6
2019-01-03 21:47:31,/products/images/19.jpg,100,9
2019-01-03 21:50:07,/products/31,200,0
2019-01-03 21:50:07,/products/images/31.jpg,100,6
2019-01-03 21:53:27,/products/20,200,5
2019-01-03 21:53:27,/products/images/20.jpg,200,3
2019-01-04 01:41:59,/,100,7
2019-01-04 01:45:12,/products/40,200,8
2019-01-04 01:45:12,/products/images/40.jpg,200,10
2019-01-04 01:47:19,/products/44,100,0
2019-01-04 01:47:19,/products/images/44.jpg,100,6
2019-01-04 04:25:10,/,100,6
2019-01-04 04:27:34,/products/38,200,1
2019-01-04 04:27:34,/products/images/38.jpg,100,1
2019-01-04 04:32:06,/products/22,200,0
2019-01-04 04:32:06,/products/images/22.jpg,200,4
2019-01-04 04:37:03,/products/8,200,8
2019-01-04 04:37:03,/products/images/8.jpg,200,2
2019-01-04 06:45:15,/,200,6
2019-01-04 06:45:32,/products/29,200,5
2019-01-04 06:45:32,/products/images/29.jpg,200,6
2019-01-04 07:15:16,/,200,3
2019-01-04 07:20:16,/products/9,200,6
2019-01-04 07:20:16,/products/images/9.jpg,200,10
2019-01-04 07:24:22,/products/49,100,7
2019-01-04 07:24:22,/products/images/49.jpg,200,2
2019-01-04 07:24:51,/products/19,200,5
2019-01-04 07:24:51,/products/images/19.jpg,200,8
2019-01-04 07:27:14,/products/4,200,6
2019-01-04 07:27:14,/products/images/4.jpg,200,5
2019-01-04 07:31:03,/products/29,200,7
2019-01-04 07:31:03,/products/images/29.jpg,200,3
2019-01-04 07:31:51,/products/45,404,76
2019-01-04 07:31:51,/products/images/45.jpg,404,84
2019-01-04 07:34:07,/products/37,200,8
2019-01-04 07:34:07,/products/images/37.jpg,200,5
2019-01-04 10:06:39,/,404,32
2019-01-04 11:13:42,/,200,4
2019-01-04 11:13:52,/products/49,404,71
2019-01-04 11:13:52,/products/images/49.jpg,200,3
2019-01-04 11:16:03,/products/48,200,6
2019-01-04 11:16:03,/products/images/48.jpg,200,8
2019-01-04 11:19:42,/products/20,200,3
2019-01-04 11:19:42,/products/images/20.jpg,100,8
2019-01-04 11:21:23,/products/20,404,51
2019-01-04 11:21:23,/products/images/20.jpg,100,1
2019-01-04 11:22:28,/products/28,100,3
2019-01-04 11:22:28,/products/images/28.jpg,200,9
2019-01-04 11:22:43,/products/30,200,2
2019-01-04 11:22:43,/products/images/30.jpg,200,4
2019-01-04 11:31:30,/,503,46
2019-01-04 14:36:01,/,200,5
2019-01-04 14:36:29,/products/26,200,3
2019-01-04 14:36:29,/products/images/26.jpg,100,3
2019-01-04 14:40:18,/products/8,200,6
2019-01-04 14:40:18,/products/images/8.jpg,200,5
2019-01-04 14:40:41,/products/42,200,3
2019-01-04 14:40:41,/products/images/42.jpg,200,4
2019-01-04 14:44:10,/products/2,100,8
2019-01-04 14:44:10,/products/images/2.jpg,100,0
2019-01-04 14:48:54,/products/22,404,60
2019-01-04 14:48:54,/products/images/22.jpg,200,3
2019-01-04 14:53:26,/products/11,503,52
2019-01-04 14:53:26,/products/images/11.jpg,200,3
2019-01-04 14:55:35,/products/45,200,8
2019-01-04 14:55:35,/products/images/45.jpg,200,10
2019-01-04 19:18:40,/,200,2
2019-01-04 19:21:35,/products/17,200,2
2019-01-04 19:21:35,/products/images/17.jpg,200,10
2019-01-04 19:23:33,/products/5,200,7
2019-01-04 19:23:33,/products/images/5.jpg,100,9
2019-01-04 19:24:24,/products/11,200,6
2019-01-04 19:24:24,/products/images/11.jpg,200,6
2019-01-04 19:28:06,/products/49,100,7
2019-01-04 19:28:06,/products/images/49.jpg,200,7
2019-01-04 20:34:13,/,503,66
2019-01-04 20:36:41,/products/34,200,8
2019-01-04 20:36:41,/products/images/34.jpg,200,4
2019-01-04 20:36:53,/products/10,200,10
2019-01-04 20:36:53,/products/images/10.jpg,200,6
2019-01-04 20:39:29,/products/44,200,6
2019-01-04 20:39:29,/products/images/44.jpg,200,2
2019-01-04 20:40:21,/products/16,404,62
2019-01-04 20:40:21,/products/images/16.jpg,200,10
2019-01-04 20:43:21,/products/43,200,9
2019-01-04 20:43:21,/products/images/43.jpg,200,8
2019-01-04 20:46:53,/products/30,100,2
2019-01-04 20:46:53,/products/images/30.jpg,100,8
2019-01-04 20:51:48,/products/9,503,48
2019-01-04 20:51:48,/products/images/9.jpg,100,7
2019-01-04 20:52:39,/products/13,200,5
2019-01-04 20:52:39,/products/images/13.jpg,404,43
2019-01-05 00:51:12,/,200,3
2019-01-05 00:52:36,/products/29,200,10
2019-01-05 00:52:36,/products/images/29.jpg,100,1
2019-01-05 00:54:20,/products/42,200,10
2019-01-05 00:54:20,/products/images/42.jpg,200,5
2019-01-05 00:55:25,/products/17,404,85
2019-01-05 00:55:25,/products/images/17.jpg,100,1
2019-01-05 00:58:19,/products/6,100,1
2019-01-05 00:58:19,/products/images/6.jpg,200,1
2019-01-05 01:00:56,/products/19,200,2
2019-01-05 01:00:56,/products/images/19.jpg,200,1
2019-01-05 01:26:56,/,200,7
2019-01-05 01:29:11,/products/45,200,0
2019-01-05 01:29:11,/products/images/45.jpg,200,4
2019-01-05 04:40:54,/,200,9
2019-01-05 04:45:48,/products/27,200,10
2019-01-05 04:45:48,/products/images/27.jpg,200,6
2019-01-05 09:25:18,/,200,6
2019-01-05 09:26:34,/products/44,200,2
2019-01-05 09:26:34,/products/images/44.jpg,200,8
2019-01-05 09:29:09,/products/23,503,67
2019-01-05 09:29:09,/products/images/23.jpg,100,10
2019-01-05 09:33:35,/products/29,404,93
2019-01-05 09:33:35,/products/images/29.jpg,100,3
2019-01-05 10:31:01,/,200,9
2019-01-05 10:33:43,/products/6,100,9
2019-01-05 10:33:43,/products/images/6.jpg,200,8
2019-01-05 10:36:41,/products/5,200,5
2019-01-05 10:36:41,/products/images/5.jpg,200,0
2019-01-05 10:39:50,/products/7,100,7
2019-01-05 10:39:50,/products/images/7.jpg,200,7
2019-01-05 10:44:16,/products/37,503,61
2019-01-05 10:44:16,/products/images/37.jpg,200,10
2019-01-05 10:44:46,/products/9,200,10
2019-01-05 10:44:46,/products/images/9.jpg,100,3
2019-01-05 10:48:26,/products/23,200,1
2019-01-05 10:48:26,/products/images/23.jpg,200,9
2019-01-05 10:53:26,/products/3,100,0
2019-01-05 10:53:26,/products/images/3.jpg,200,4
2019-01-05 10:57:13,/products/43,100,4
2019-01-05 10:57:13,/products/images/43.jpg,100,2
2019-01-05 10:57:42,/products/20,200,9
2019-01-05 10:57:42,/products/images/20.jpg,100,7
2019-01-05 14:48:44,/,200,5
2019-01-05 14:51:28,/products/34,100,1
2019-01-05 14:51:28,/products/images/34.jpg,200,3
2019-01-05 14:55:15,/products/3,200,7
2019-01-05 14:55:15,/products/images/3.jpg,100,9
2019-01-05 14:56:44,/products/39,200,5
2019-01-05 14:56:44,/products/images/39.jpg,200,8
2019-01-05 15:17:30,/,100,7
2019-01-05 15:20:31,/products/18,200,4
2019-01-05 15:20:31,/products/images/18.jpg,200,4
2019-01-05 15:22:07,/products/20,100,2
2019-01-05 15:22:07,/products/images/20.jpg,200,8
2019-01-05 15:26:50,/products/9,200,2
2019-01-05 15:26:50,/products/images/9.jpg,100,5
2019-01-05 15:27:50,/products/43,200,7
2019-01-05 15:27:50,/products/images/43.jpg,200,2
2019-01-05 18:45:01,/,200,8
2019-01-05 18:46:10,/products/18,503,34
2019-01-05 18:46:10,/products/images/18.jpg,200,2
2019-01-05 18:48:56,/products/44,200,7
2019-01-05 18:48:56,/products/images/44.jpg,200,3
2019-01-05 19:08:40,/,200,0
2019-01-05 19:12:31,/products/3,200,5
2019-01-05 19:12:31,/products/images/3.jpg,200,4
2019-01-05 19:14:25,/products/44,200,10
2019-01-05 19:14:25,/products/images/44.jpg,100,10
2019-01-05 19:18:22,/products/21,404,85
2019-01-05 19:18:22,/products/images/21.jpg,404,64
2019-01-05 19:20:12,/products/33,200,6
2019-01-05 19:20:12,/products/images/33.jpg,200,5
2019-01-05 22:32:00,/,200,4
2019-01-05 22:33:55,/products/10,200,2
2019-01-05 22:33:55,/products/images/10.jpg,200,2
2019-01-05 22:34:26,/products/7,200,3
2019-01-05 22:34:26,/products/images/7.jpg,200,3
2019-01-05 22:36:37,/products/40,100,7
2019-01-05 22:36:37,/products/images/40.jpg,200,5
2019-01-06 03:13:49,/,200,5
2019-01-06 03:14:35,/products/48,200,10
2019-01-06 03:14:35,/products/images/48.jpg,200,4
2019-01-06 03:16:15,/products/10,100,6
2019-01-06 03:16:15,/products/images/10.jpg,200,2
2019-01-06 03:18:40,/products/33,503,100
2019-01-06 03:18:40,/products/images/33.jpg,200,4
2019-01-06 03:20:56,/products/45,200,2
2019-01-06 03:20:56,/products/images/45.jpg,200,9
2019-01-06 03:24:41,/products/7,200,6
2019-01-06 03:24:41,/products/images/7.jpg,200,2
2019-01-06 03:28:13,/products/32,200,8
2019-01-06 03:28:13,/products/images/32.jpg,200,0
2019-01-06 08:14:54,/,100,7
2019-01-06 12:09:21,/,200,7
2019-01-06 14:18:22,/,100,3
2019-01-06 14:21:20,/products/44,200,6
2019-01-06 14:21:20,/products/images/44.jpg,100,7
2019-01-06 14:25:00,/products/47,100,2
2019-01-06 14:25:00,/products/images/47.jpg,200,9
2019-01-06 14:28:34,/products/27,404,85
2019-01-06 14:28:34,/products/images/27.jpg,100,9
2019-01-06 14:28:59,/products/21,200,9
2019-01-06 14:28:59,/products/images/21.jpg,200,5
2019-01-06 14:30:42,/products/19,200,6
2019-01-06 14:30:42,/products/images/19.jpg,200,0
2019-01-06 14:32:11,/products/48,200,10
2019-01-06 14:32:11,/products/images/48.jpg,200,10
2019-01-06 14:36:27,/products/45,200,1
2019-01-06 14:36:27,/products/images/45.jpg,200,5
2019-01-06 14:39:48,/products/48,200,5
2019-01-06 14:39:48,/products/images/48.jpg,200,9
2019-01-06 17:57:49,/,404,89
2019-01-06 18:02:02,/products/46,100,5
2019-01-06 18:02:02,/products/images/46.jpg,404,54
2019-01-06 18:06:51,/products/42,100,8
2019-01-06 18:06:51,/products/images/42.jpg,200,9
2019-01-06 20:59:41,/,200,10
2019-01-06 21:02:13,/products/4,404,32
2019-01-06 21:02:13,/products/images/4.jpg,200,7
2019-01-06 21:05:47,/products/51,200,3
2019-01-06 21:05:47,/products/images/51.jpg,200,10
2019-01-06 21:08:16,/products/44,200,8
2019-01-06 21:08:16,/products/images/44.jpg,200,6
2019-01-06 21:08:23,/products/46,200,9
2019-01-06 21:08:23,/products/images/46.jpg,100,5
2019-01-06 21:10:03,/products/6,100,4
2019-01-06 21:10:03,/products/images/6.jpg,100,3
2019-01-06 21:14:08,/products/51,200,8
2019-01-06 21:14:08,/products/images/51.jpg,200,3
2019-01-06 21:59:49,/,100,0
2019-01-06 22:03:38,/products/50,200,6
2019-01-06 22:03:38,/products/images/50.jpg,100,10
2019-01-06 22:06:59,/products/12,200,7
2019-01-06 22:06:59,/products/images/12.jpg,200,10
2019-01-06 23:40:18,/,200,4
2019-01-06 23:44:23,/products/47,200,8
2019-01-06 23:44:23,/products/images/47.jpg,200,8
2019-01-06 23:46:20,/products/28,200,0
2019-01-06 23:46:20,/products/images/28.jpg,200,5
2019-01-06 23:50:36,/products/45,503,44
2019-01-06 23:50:36,/products/images/45.jpg,200,10
2019-01-07 04:52:43,/,200,9
2019-01-07 04:54:19,/products/13,100,4
2019-01-07 04:54:19,/products/images/13.jpg,200,0
2019-01-07 04:56:43,/products/25,200,0
2019-01-07 04:56:43,/products/images/25.jpg,200,1
2019-01-07 04:58:05,/products/8,200,8
2019-01-07 04:58:05,/products/images/8.jpg,200,8
2019-01-07 04:58:33,/products/6,200,10
2019-01-07 04:58:33,/products/images/6.jpg,200,4
2019-01-07 05:08:48,/,200,7
2019-01-07 05:10:20,/products/18,200,0
2019-01-07 05:10:20,/products/images/18.jpg,503,36
2019-01-07 05:12:06,/products/26,200,4
2019-01-07 05:12:06,/products/images/26.jpg,200,7
2019-01-07 07:03:49,/,200,2
2019-01-07 07:05:08,/products/31,100,7
2019-01-07 07:05:08,/products/images/31.jpg,200,8
2019-01-07 07:05:50,/products/45,200,5
2019-01-07 07:05:50,/products/images/45.jpg,200,4
2019-01-07 07:08:20,/products/42,200,4
2019-01-07 07:08:20,/products/images/42.jpg,404,69
2019-01-07 07:09:20,/products/36,200,5
2019-01-07 07:09:20,/products/images/36.jpg,100,0
2019-01-07 07:12:52,/products/3,200,7
2019-01-07 07:12:52,/products/images/3.jpg,200,5
2019-01-07 07:14:16,/products/41,200,7
2019-01-07 07:14:16,/products/images/41.jpg,200,10
2019-01-07 07:18:49,/products/34,100,10
2019-01-07 07:18:49,/products/images/34.jpg,200,7
2019-01-07 07:20:26,/products/30,200,9
2019-01-07 07:20:26,/products/images/30.jpg,200,10
2019-01-07 07:21:48,/products/32,200,3
2019-01-07 07:21:48,/products/images/32.jpg,100,7
2019-01-07 12:12:39,/,100,9
2019-01-07 12:17:20,/products/17,200,5
2019-01-07 12:17:20,/products/images/17.jpg,200,8
2019-01-07 12:17:21,/products/51,404,49
2019-01-07 12:17:21,/products/images/51.jpg,200,6
2019-01-07 12:21:12,/products/12,100,6
2019-01-07 12:21:12,/products/images/12.jpg,200,10
2019-01-07 12:21:48,/products/4,200,9
2019-01-07 12:21:48,/products/images/4.jpg,200,6
2019-01-07 12:25:06,/products/41,200,3
2019-01-07 12:25:06,/products/images/41.jpg,200,4
2019-01-07 16:14:18,/,200,4
2019-01-07 16:18:07,/products/17,100,10
2019-01-07 16:18:07,/products/images/17.jpg,200,7
2019-01-07 16:20:02,/products/11,200,5
2019-01-07 16:20:02,/products/images/11.jpg,200,8
2019-01-07 16:24:52,/products/19,200,9
2019-01-07 16:24:52,/products/images/19.jpg,200,4
2019-01-07 16:25:03,/products/5,100,4
2019-01-07 16:25:03,/products/images/5.jpg,200,8
2019-01-07 16:29:42,/products/8,200,3
2019-01-07 16:29:42,/products/images/8.jpg,200,5
2019-01-07 18:01:37,/,200,0
2019-01-07 18:05:53,/products/45,200,4
2019-01-07 18:05:53,/products/images/45.jpg,200,9
2019-01-07 18:06:22,/products/34,200,7
2019-01-07 18:06:22,/products/images/34.jpg,100,5
2019-01-07 18:11:07,/products/17,100,3
2019-01-07 18:11:07,/products/images/17.jpg,200,9
2019-01-07 18:15:55,/products/22,200,0
2019-01-07 18:15:55,/products/images/22.jpg,200,6
2019-01-07 19:10:00,/,200,5
2019-01-07 19:14:32,/products/22,200,7
2019-01-07 19:14:32,/products/images/22.jpg,200,9
2019-01-07 19:16:16,/products/15,100,8
2019-01-07 19:16:16,/products/images/15.jpg,100,2
2019-01-07 19:20:30,/products/21,200,6
2019-01-07 19:20:30,/products/images/21.jpg,404,82
2019-01-07 19:23:44,/products/39,200,4
2019-01-07 19:23:44,/products/images/39.jpg,200,8
2019-01-07 19:24:16,/products/46,200,8
2019-01-07 19:24:16,/products/images/46.jpg,100,8
2019-01-07 19:29:11,/products/26,100,3
2019-01-07 19:29:11,/products/images/26.jpg,100,3
2019-01-08 00:22:29,/,100,4
2019-01-08 04:35:15,/,200,4
2019-01-08 04:39:52,/products/30,200,1
2019-01-08 04:39:52,/products/images/30.jpg,404,68
2019-01-08 04:40:35,/products/46,200,0
2019-01-08 04:40:35,/products/images/46.jpg,200,6
2019-01-08 04:44:05,/products/51,200,1
2019-01-08 04:44:05,/products/images/51.jpg,200,0
2019-01-08 06:43:51,/,100,4
2019-01-08 06:45:41,/products/46,200,3
2019-01-08 06:45:41,/products/images/46.jpg,200,9
2019-01-08 06:46:23,/products/11,200,4
2019-01-08 06:46:23,/products/images/11.jpg,100,8
2019-01-08 06:50:24,/products/51,100,1
2019-01-08 06:50:24,/products/images/51.jpg,100,8
2019-01-08 06:54:01,/products/51,100,7
2019-01-08 06:54:01,/products/images/51.jpg,100,2
2019-01-08 06:55:09,/products/13,100,5
2019-01-08 06:55:09,/products/images/13.jpg,100,4
2019-01-08 06:58:36,/products/49,100,0
2019-01-08 06:58:36,/products/images/49.jpg,100,2
2019-01-08 07:03:10,/products/17,200,9
2019-01-08 07:03:10,/products/images/17.jpg,503,32
2019-01-08 07:08:07,/products/9,100,8
2019-01-08 07:08:07,/products/images/9.jpg,200,4
2019-01-08 07:09:09,/products/45,100,4
2019-01-08 07:09:09,/products/images/45.jpg,200,8
2019-01-08 07:18:41,/,200,5
2019-01-08 07:22:48,/products/49,100,6
2019-01-08 07:22:48,/products/images/49.jpg,404,32
2019-01-08 07:22:51,/products/39,200,10
2019-01-08 07:22:51,/products/images/39.jpg,100,6
2019-01-08 10:04:45,/,200,6
2019-01-08 10:07:59,/products/3,200,4
2019-01-08 10:07:59,/products/images/3.jpg,200,6
2019-01-08 10:09:41,/products/33,100,10
2019-01-08 10:09:41,/products/images/33.jpg,200,1
2019-01-08 10:51:21,/,200,4
2019-01-08 10:55:19,/products/44,404,42
2019-01-08 10:55:19,/products/images/44.jpg,200,2
